SupplierID,SupplierName,EvaluationDate,EvaluationPeriod,QualityScore,DeliveryScore,CostScore,InnovationScore,ResponsivenessScore,SustainabilityScore,OverallScore,Category,BusinessUnit,Evaluator,Comments,ImprovementPlan,NextReviewDate,TrendIndicator
TW_SUP_0079,Tech Thomas PLC,2025-04-09,Q2 2024,8,6,8,3,9,2,6.5,Professional Services,Capital Delivery Programmes,Lisa Wright,Meets basic requirements but lacks consistency.,Quality management system review,2025-08-07,Declining
TW_SUP_0135,Chem Williams Dynamics,2025-03-21,Q2 2024,8,6,10,10,7,6,7.8,Renewable Energy Solutions,Asset Management Strategy,Sandra Hall,Solid service delivery with good communication.,No improvement plan needed - performance exceeds requirements,2025-08-25,Stable
TW_SUP_0099,Data Brown Services,2023-12-15,Q1 2023,8,6,10,9,9,9,8.2,Renewable Energy Solutions,Water Production & Treatment,James Rodriguez,Dependable supplier with strong operational delivery.,Quality management system review,2024-05-14,Stable
TW_SUP_0081,Cyber Robinson PLC,2024-06-13,Q3 2023,10,10,8,10,6,4,8.6,Facilities Management,Asset Management Strategy,Joseph Harris,Best-in-class supplier with exceptional quality and delivery.,None required - continue current approach,2024-10-01,Significantly Improving
TW_SUP_0010,London Lee Solutions,2024-07-03,Q3 2023,4,5,4,6,4,5,4.5,Renewable Energy Solutions,"Health, Safety & Environment",Betty Martinez,Multiple performance failures requiring formal improvement plan.,Corrective action required within 60 days,2024-12-23,Significantly Declining
TW_SUP_0130,Tech Martin Dynamics,2023-07-27,Q3 2022,7,7,7,7,10,2,6.8,Waste Management & Sludge Treatment,Strategic Resource Planning,Robert Lewis,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2023-11-25,Declining
TW_SUP_0061,London Thomas Group,2023-05-25,Q3 2022,6,8,9,3,3,9,6.8,Heavy Plant & Equipment Hire,Network Operations & Maintenance,Daniel Wright,Adequate performance but minimal value-added contributions.,Supplier development program participation required,2023-11-16,Improving
TW_SUP_0084,Chem Brown PLC,2023-08-11,Q3 2022,5,7,9,4,10,5,6.7,Renewable Energy Solutions,Customer Operations & Retail,Barbara Martin,Acceptable performance with some service delivery issues.,Corrective action required within 60 days,2023-12-21,Declining
TW_SUP_0086,Hydro Johnson Services,2023-07-23,Q3 2022,3,8,5,10,5,2,5.5,Chemicals Supply,IT & Digital Transformation,Richard Rodriguez,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2023-12-24,Declining
TW_SUP_0030,Cyber Martin Systems,2023-06-06,Q3 2022,3,8,4,10,10,6,6.2,Chemicals Supply,"Health, Safety & Environment",Linda White,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2023-11-21,Stable
TW_SUP_0018,Hydro Lewis Systems,2024-04-15,Q2 2023,5,6,6,3,10,3,5.5,IT & Technology Solutions,Asset Management Strategy,Anthony Jackson,Adequate performance but minimal value-added contributions.,Corrective action required within 60 days,2024-10-07,Declining
TW_SUP_0034,Aqua Green Ltd,2025-01-26,Q1 2024,7,6,4,5,5,10,6.0,Renewable Energy Solutions,Wastewater Collection & Treatment,Lisa Thompson,Acceptable performance with some service delivery issues.,Supplier development program participation required,2025-06-04,Stable
TW_SUP_0072,Clear Scott PLC,2024-06-10,Q3 2023,8,7,6,4,9,9,7.2,IT & Technology Solutions,Network Operations & Maintenance,John Robinson,Reliable performance with occasional excellence in key areas.,No improvement plan needed - performance exceeds requirements,2024-11-25,Improving
TW_SUP_0104,Flow Martin Engineering,2023-09-28,Q4 2022,10,9,3,2,10,9,7.5,Pipeline & Network Maintenance,Network Operations & Maintenance,Lisa Jackson,Solid service delivery with good communication.,No improvement plan needed - performance exceeds requirements,2024-02-04,Stable
TW_SUP_0058,Kennet Wright Group,2024-10-25,Q4 2023,10,3,6,4,6,2,5.7,IT & Technology Solutions,"Health, Safety & Environment",Linda Jackson,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2025-02-19,Declining
TW_SUP_0119,Aqua Hall Dynamics,2023-11-07,Q4 2022,9,5,8,5,5,10,7.1,Research & Development,Human Resources,Nancy King,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2024-04-12,Stable
TW_SUP_0072,Clear Hall PLC,2023-10-02,Q4 2022,8,3,4,7,8,3,5.3,Professional Services,Wastewater Collection & Treatment,Lisa Moore,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2024-03-25,Stable
TW_SUP_0045,Tech King Ltd,2024-08-10,Q3 2023,3,4,9,3,3,8,4.9,Heavy Plant & Equipment Hire,Customer Operations & Retail,David Lewis,Inconsistent quality and reliability causing operational impacts.,Formal improvement plan with 90-day reassessment,2025-02-02,Significantly Declining
TW_SUP_0111,UK Miller Engineering,2025-02-06,Q1 2024,10,3,7,9,6,7,6.9,Heavy Plant & Equipment Hire,Strategic Resource Planning,Margaret Young,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-05-20,Stable
TW_SUP_0064,Cyber Smith Group,2023-09-10,Q4 2022,8,10,3,7,5,10,7.3,Water Treatment Plant Operations,Network Operations & Maintenance,Nancy Rodriguez,Reliable performance with occasional excellence in key areas.,Formal improvement plan with 90-day reassessment,2024-02-06,Stable
TW_SUP_0004,Clear Hall Solutions,2024-01-19,Q1 2023,3,10,10,2,9,6,7.0,Mechanical & Electrical Engineering,Network Operations & Maintenance,Jennifer Green,Solid service delivery with good communication.,Supplier development program participation required,2024-06-12,Improving
TW_SUP_0145,UK Davis Consulting,2024-03-02,Q2 2023,4,10,7,2,5,2,5.8,Research & Development,Human Resources,Robert Scott,Standard service with occasional quality concerns.,Corrective action required within 60 days,2024-06-16,Stable
TW_SUP_0001,Hydro King Solutions,2024-01-17,Q1 2023,9,6,6,5,7,10,7.2,Professional Services,Network Operations & Maintenance,John Anderson,Reliable performance with occasional excellence in key areas.,Quality management system review,2024-05-25,Stable
TW_SUP_0020,Pipe Young Systems,2024-09-28,Q4 2023,6,7,8,3,8,5,6.4,Research & Development,Wastewater Collection & Treatment,Christopher Miller,Meets basic requirements but lacks consistency.,Corrective action required within 60 days,2025-02-21,Stable
TW_SUP_0113,Tech Taylor Engineering,2023-06-14,Q3 2022,9,3,6,9,6,3,6.0,Research & Development,Human Resources,James Rodriguez,Meets basic requirements but lacks consistency.,Joint process improvement workshops scheduled,2023-10-25,Improving
TW_SUP_0049,Enviro Green Ltd,2024-04-30,Q2 2023,8,9,3,5,6,5,6.4,Heavy Plant & Equipment Hire,Strategic Resource Planning,Charles Young,Meets contractual obligations with little additional value.,Quality management system review,2024-10-09,Improving
TW_SUP_0110,Southern Smith Engineering,2023-12-04,Q1 2023,4,7,7,8,7,5,6.2,Renewable Energy Solutions,Strategic Resource Planning,Lisa Moore,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2024-05-09,Stable
TW_SUP_0148,Digital Jones Consulting,2024-03-09,Q2 2023,8,5,10,9,5,8,7.5,Professional Services,Human Resources,Nancy Lewis,Consistently meets requirements with some areas of strength.,Supplier development program participation required,2024-07-27,Stable
TW_SUP_0112,London Brown Engineering,2025-01-04,Q1 2024,9,4,10,3,9,8,7.2,Leakage Detection Services,Human Resources,Nancy Wilson,Dependable supplier with strong operational delivery.,No improvement plan needed - performance exceeds requirements,2025-04-29,Stable
TW_SUP_0091,Severn White Services,2024-10-14,Q4 2023,6,4,10,8,6,5,6.4,Facilities Management,Procurement & Supply Chain,Robert Clark,Meets basic requirements but lacks consistency.,Joint process improvement workshops scheduled,2025-01-29,Stable
TW_SUP_0033,Chem Jackson Systems,2024-06-22,Q3 2023,4,3,7,3,8,4,4.7,Mechanical & Electrical Engineering,Procurement & Supply Chain,Mark Williams,Below standard performance with significant quality issues.,Corrective action required within 60 days,2024-12-10,Declining
TW_SUP_0125,Severn Garcia Dynamics,2024-09-18,Q4 2023,10,7,9,7,4,6,7.8,Leakage Detection Services,Finance & Regulation,Linda Thomas,Solid service delivery with good communication.,No improvement plan needed - performance exceeds requirements,2024-12-20,Stable
TW_SUP_0019,Flow Rodriguez Systems,2025-02-10,Q1 2024,3,9,10,7,9,4,7.0,Chemicals Supply,Finance & Regulation,Susan Hall,Reliable performance with occasional excellence in key areas.,No improvement plan needed - performance exceeds requirements,2025-06-21,Stable
TW_SUP_0142,Severn Garcia Consulting,2024-12-14,Q1 2024,6,8,6,3,10,5,6.5,Renewable Energy Solutions,"Health, Safety & Environment",Thomas White,Meets basic requirements but lacks consistency.,Delivery process review and optimization,2025-04-07,Stable
TW_SUP_0147,Tech Harris Consulting,2025-01-20,Q1 2024,5,4,3,6,8,6,4.8,Waste Management & Sludge Treatment,Wastewater Collection & Treatment,Sarah Lee,Poor response times and inadequate problem resolution.,Formal improvement plan with 90-day reassessment,2025-04-25,Significantly Declining
TW_SUP_0070,Flow Green PLC,2023-06-18,Q3 2022,10,4,4,2,6,7,5.8,Heavy Plant & Equipment Hire,Asset Management Strategy,Lisa Jackson,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2023-10-15,Improving
TW_SUP_0116,Data Jackson Engineering,2025-05-23,Q2 2024,6,10,5,10,7,2,6.9,Facilities Management,"Health, Safety & Environment",Jessica Walker,Meets basic requirements but lacks consistency.,Formal improvement plan with 90-day reassessment,2025-10-21,Improving
TW_SUP_0150,Data Martin Consulting,2025-04-27,Q2 2024,8,9,4,6,4,8,6.9,Chemicals Supply,"Health, Safety & Environment",Christopher Johnson,Meets basic requirements but lacks consistency.,Corrective action required within 60 days,2025-09-06,Improving
TW_SUP_0024,Kennet Lewis Systems,2024-03-11,Q2 2023,10,3,3,10,6,7,6.1,IT & Technology Solutions,Finance & Regulation,Barbara Lewis,Acceptable performance with some service delivery issues.,Quality management system review,2024-08-22,Declining
TW_SUP_0141,Thames Rodriguez Consulting,2025-02-12,Q1 2024,8,8,6,10,6,3,7.1,Heavy Plant & Equipment Hire,Customer Operations & Retail,Karen Garcia,Reliable performance with occasional excellence in key areas.,Quality management system review,2025-05-23,Stable
TW_SUP_0086,Hydro Walker Services,2023-05-29,Q3 2022,5,8,4,8,9,8,6.5,Research & Development,Procurement & Supply Chain,James Anderson,Meets contractual obligations with little additional value.,Quality management system review,2023-11-23,Improving
TW_SUP_0105,Pipe Lee Engineering,2024-02-05,Q1 2023,4,10,4,5,10,3,6.1,Customer Service Solutions,Customer Operations & Retail,Jessica King,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2024-06-15,Declining
TW_SUP_0013,Cyber Williams Solutions,2023-10-18,Q4 2022,10,8,6,2,10,2,7.1,Facilities Management,Procurement & Supply Chain,Christopher Jones,Good overall performance with room for improvement in innovation.,Formal improvement plan with 90-day reassessment,2024-01-26,Improving
TW_SUP_0010,London Taylor Solutions,2023-09-20,Q4 2022,9,10,10,4,4,3,7.9,Renewable Energy Solutions,IT & Digital Transformation,Michael Jones,Good overall performance with room for improvement in innovation.,Formal improvement plan with 90-day reassessment,2024-01-09,Stable
TW_SUP_0102,Aqua Moore Engineering,2023-06-07,Q3 2022,4,3,9,10,9,9,6.4,Leakage Detection Services,Customer Operations & Retail,Linda Jackson,Acceptable performance with some service delivery issues.,Delivery process review and optimization,2023-10-03,Declining
TW_SUP_0056,Thames Jackson Group,2023-10-02,Q4 2022,8,10,3,7,10,8,7.6,Heavy Plant & Equipment Hire,Water Production & Treatment,William Clark,Dependable supplier with strong operational delivery.,Corrective action required within 60 days,2024-03-15,Stable
TW_SUP_0004,Clear Garcia Solutions,2023-09-10,Q4 2022,8,4,7,2,7,5,5.8,Mechanical & Electrical Engineering,Capital Delivery Programmes,Karen Young,Standard service with occasional quality concerns.,Joint process improvement workshops scheduled,2024-01-01,Stable
TW_SUP_0098,Cyber Garcia Services,2023-06-12,Q3 2022,5,5,3,3,6,3,4.3,IT & Technology Solutions,IT & Digital Transformation,Linda Wright,Multiple performance failures requiring formal improvement plan.,Formal improvement plan with 90-day reassessment,2023-11-09,Declining
TW_SUP_0077,UK Williams PLC,2025-02-14,Q1 2024,6,4,10,2,5,2,5.4,Waste Management & Sludge Treatment,IT & Digital Transformation,Margaret Lee,Meets contractual obligations with little additional value.,Joint process improvement workshops scheduled,2025-05-25,Improving
TW_SUP_0023,Severn Moore Systems,2023-07-15,Q3 2022,8,3,5,3,10,10,6.0,Professional Services,Finance & Regulation,Mary Allen,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2023-12-25,Declining
TW_SUP_0091,Severn Martin Services,2025-04-28,Q2 2024,6,5,6,2,7,4,5.3,Waste Management & Sludge Treatment,"Health, Safety & Environment",Mark Jackson,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-09-11,Declining
TW_SUP_0014,Data Taylor Solutions,2024-07-31,Q3 2023,7,9,7,4,5,10,7.3,IT & Technology Solutions,Asset Management Strategy,Richard Jones,Dependable supplier with strong operational delivery.,No improvement plan needed - performance exceeds requirements,2024-10-29,Stable
TW_SUP_0143,Kennet Wright Consulting,2024-03-29,Q2 2023,7,3,3,2,8,5,4.6,Leakage Detection Services,Customer Operations & Retail,Robert Thompson,Inconsistent quality and reliability causing operational impacts.,Quality management system review,2024-08-01,Significantly Declining
TW_SUP_0023,Severn Clark Systems,2024-01-14,Q1 2023,6,6,4,10,4,9,6.1,Water Treatment Plant Operations,Water Production & Treatment,Mark Davis,Acceptable performance with some service delivery issues.,Quality management system review,2024-05-19,Stable
TW_SUP_0093,Southern Allen Services,2023-11-13,Q4 2022,7,5,10,6,6,2,6.4,Waste Management & Sludge Treatment,Asset Management Strategy,Charles Anderson,Meets basic requirements but lacks consistency.,Formal improvement plan with 90-day reassessment,2024-02-14,Declining
TW_SUP_0071,Pipe Lewis PLC,2023-07-13,Q3 2022,7,9,10,5,4,7,7.6,Water Treatment Plant Operations,Network Operations & Maintenance,Linda White,Consistently meets requirements with some areas of strength.,Supplier development program participation required,2023-10-17,Improving
TW_SUP_0137,Hydro Moore Consulting,2023-08-28,Q3 2022,10,5,5,2,9,10,6.9,Water Treatment Plant Operations,Strategic Resource Planning,William Walker,Meets basic requirements but lacks consistency.,Formal improvement plan with 90-day reassessment,2024-02-21,Stable
TW_SUP_0147,Tech Smith Consulting,2024-02-07,Q1 2023,9,4,6,6,10,5,6.6,Research & Development,Strategic Resource Planning,Michael Hall,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2024-05-24,Stable
TW_SUP_0123,Clear Thompson Dynamics,2024-08-06,Q3 2023,10,5,4,2,9,6,6.2,Mechanical & Electrical Engineering,Customer Operations & Retail,Michael Jackson,Meets basic requirements but lacks consistency.,Formal improvement plan with 90-day reassessment,2024-12-04,Improving
TW_SUP_0140,Clear Clark Consulting,2023-12-20,Q1 2023,7,6,7,8,5,5,6.5,Waste Management & Sludge Treatment,Capital Delivery Programmes,John Johnson,Acceptable performance with some service delivery issues.,Joint process improvement workshops scheduled,2024-03-26,Stable
TW_SUP_0104,Flow Brown Engineering,2024-09-05,Q4 2023,5,3,8,6,4,5,5.1,Facilities Management,Asset Management Strategy,Nancy Williams,Adequate performance but minimal value-added contributions.,Joint process improvement workshops scheduled,2025-02-02,Declining
TW_SUP_0013,Cyber King Solutions,2023-11-29,Q4 2022,4,10,5,9,4,3,6.1,Civil Engineering & Construction,Network Operations & Maintenance,Linda Williams,Meets contractual obligations with little additional value.,Delivery process review and optimization,2024-03-06,Improving
TW_SUP_0086,Hydro Wright Services,2024-02-17,Q1 2023,5,8,10,5,6,4,6.8,Mechanical & Electrical Engineering,Capital Delivery Programmes,Thomas Lee,Meets contractual obligations with little additional value.,Monthly executive reviews until performance stabilizes,2024-05-30,Stable
TW_SUP_0092,Kennet Jones Services,2025-04-09,Q2 2024,6,10,5,4,10,8,7.2,Renewable Energy Solutions,Strategic Resource Planning,Patricia Harris,Consistently meets requirements with some areas of strength.,Quality management system review,2025-07-23,Improving
TW_SUP_0015,Enviro Clark Solutions,2024-12-18,Q1 2024,3,4,9,9,6,6,5.7,Customer Service Solutions,Finance & Regulation,Charles Wilson,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2025-03-23,Stable
TW_SUP_0105,Pipe Walker Engineering,2023-11-22,Q4 2022,4,9,8,5,10,6,6.9,Professional Services,Wastewater Collection & Treatment,Mary Williams,Meets basic requirements but lacks consistency.,Weekly performance review meetings for 3 months,2024-03-28,Stable
TW_SUP_0029,Digital Walker Systems,2024-11-02,Q4 2023,7,8,10,6,10,4,7.8,Pipeline & Network Maintenance,Human Resources,Susan Anderson,Consistently meets requirements with some areas of strength.,Monthly executive reviews until performance stabilizes,2025-02-12,Improving
TW_SUP_0052,Hydro Walker Group,2025-01-12,Q1 2024,3,9,8,9,4,9,6.8,Chemicals Supply,Customer Operations & Retail,Robert Young,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2025-05-26,Stable
TW_SUP_0074,Severn White PLC,2024-09-21,Q4 2023,6,3,9,3,7,2,5.2,Mechanical & Electrical Engineering,Strategic Resource Planning,Matthew Thompson,Standard service with occasional quality concerns.,Joint process improvement workshops scheduled,2025-01-08,Stable
TW_SUP_0034,Aqua White Ltd,2023-12-06,Q1 2023,4,8,5,6,10,4,6.0,Pipeline & Network Maintenance,Procurement & Supply Chain,Michael Jones,Meets contractual obligations with little additional value.,Delivery process review and optimization,2024-05-30,Declining
TW_SUP_0146,London Harris Consulting,2025-05-10,Q2 2024,10,9,3,9,7,5,7.5,Pipeline & Network Maintenance,Network Operations & Maintenance,Joseph Walker,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2025-10-07,Stable
TW_SUP_0079,Tech Lee PLC,2023-07-19,Q3 2022,3,3,5,8,9,9,5.1,Mechanical & Electrical Engineering,Capital Delivery Programmes,Mark Robinson,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2023-11-29,Declining
TW_SUP_0016,Chem Wilson Solutions,2025-03-05,Q2 2024,6,10,10,9,4,3,7.6,Heavy Plant & Equipment Hire,Human Resources,Karen Scott,Consistently meets requirements with some areas of strength.,Corrective action required within 60 days,2025-08-22,Stable
TW_SUP_0061,London King Group,2024-09-21,Q4 2023,7,6,3,6,4,9,5.8,Pipeline & Network Maintenance,IT & Digital Transformation,David King,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-02-03,Stable
TW_SUP_0070,Flow Lewis PLC,2025-04-30,Q2 2024,4,10,9,8,3,5,6.9,Civil Engineering & Construction,"Health, Safety & Environment",James Williams,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2025-08-16,Stable
TW_SUP_0123,Clear King Dynamics,2024-11-12,Q4 2023,8,7,5,10,8,2,6.8,IT & Technology Solutions,Asset Management Strategy,Elizabeth Wright,Meets basic requirements but lacks consistency.,Monthly executive reviews until performance stabilizes,2025-02-11,Stable
TW_SUP_0145,UK Brown Consulting,2024-09-09,Q4 2023,8,10,6,2,5,8,7.2,Chemicals Supply,Wastewater Collection & Treatment,Linda Johnson,Dependable supplier with strong operational delivery.,No improvement plan needed - performance exceeds requirements,2025-01-23,Declining
TW_SUP_0129,London Anderson Dynamics,2025-03-06,Q2 2024,3,5,9,9,7,3,5.7,Waste Management & Sludge Treatment,Human Resources,Linda Jones,Adequate performance but minimal value-added contributions.,Joint process improvement workshops scheduled,2025-07-14,Stable
TW_SUP_0110,Southern Thomas Engineering,2024-03-04,Q2 2023,10,3,7,4,10,5,6.6,Leakage Detection Services,Capital Delivery Programmes,Christopher Anderson,Standard service with occasional quality concerns.,Supplier development program participation required,2024-07-20,Stable
TW_SUP_0087,Flow Wright Services,2023-12-13,Q1 2023,8,4,8,7,3,6,6.2,Chemicals Supply,Network Operations & Maintenance,Elizabeth Green,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2024-04-23,Improving
TW_SUP_0120,Hydro White Dynamics,2023-10-10,Q4 2022,8,6,6,10,10,7,7.4,Waste Management & Sludge Treatment,Procurement & Supply Chain,Barbara King,Good overall performance with room for improvement in innovation.,Weekly performance review meetings for 3 months,2024-03-23,Improving
TW_SUP_0089,Clear King Services,2024-05-21,Q2 2023,8,7,6,2,6,7,6.5,Facilities Management,Capital Delivery Programmes,Barbara Hall,Adequate performance but minimal value-added contributions.,Supplier development program participation required,2024-08-22,Stable
TW_SUP_0113,Tech Williams Engineering,2024-11-15,Q4 2023,10,6,4,4,7,3,6.2,Pipeline & Network Maintenance,Human Resources,Karen Davis,Adequate performance but minimal value-added contributions.,Joint process improvement workshops scheduled,2025-03-30,Stable
TW_SUP_0150,Data Brown Consulting,2024-08-15,Q3 2023,6,4,8,6,10,3,6.0,IT & Technology Solutions,Capital Delivery Programmes,James Jones,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2025-01-08,Stable
TW_SUP_0129,London Lewis Dynamics,2023-06-08,Q3 2022,7,9,8,9,9,8,8.2,Mechanical & Electrical Engineering,"Health, Safety & Environment",Susan Brown,Consistently meets requirements with some areas of strength.,Supplier development program participation required,2023-09-25,Declining
TW_SUP_0026,UK Martinez Systems,2024-06-24,Q3 2023,10,5,7,9,10,10,8.1,Professional Services,IT & Digital Transformation,Betty Scott,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2024-10-05,Improving
TW_SUP_0148,Digital Smith Consulting,2025-04-07,Q2 2024,10,9,7,3,6,3,7.4,Leakage Detection Services,Network Operations & Maintenance,Betty Wright,Reliable performance with occasional excellence in key areas.,Corrective action required within 60 days,2025-10-03,Improving
TW_SUP_0108,Severn Rodriguez Engineering,2024-07-11,Q3 2023,4,7,10,7,10,7,7.2,Pipeline & Network Maintenance,Wastewater Collection & Treatment,William Garcia,Dependable supplier with strong operational delivery.,Supplier development program participation required,2024-12-30,Stable
TW_SUP_0076,Southern Green PLC,2023-07-08,Q3 2022,10,9,8,6,10,7,8.6,Facilities Management,Network Operations & Maintenance,Christopher Brown,Consistently exceeds expectations in all performance areas.,None required - continue current approach,2023-11-27,Significantly Improving
TW_SUP_0002,Flow Martinez Solutions,2024-12-05,Q1 2024,5,6,3,7,6,9,5.6,Waste Management & Sludge Treatment,Wastewater Collection & Treatment,Patricia Lee,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-03-08,Declining
TW_SUP_0025,Southern Hall Systems,2025-02-26,Q2 2024,9,6,6,5,8,2,6.5,Research & Development,Network Operations & Maintenance,James Robinson,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-05-27,Stable
TW_SUP_0133,Data Johnson Dynamics,2023-07-18,Q3 2022,9,7,9,4,6,2,7.0,Facilities Management,Strategic Resource Planning,Sandra Scott,Consistently meets requirements with some areas of strength.,No improvement plan needed - performance exceeds requirements,2023-10-17,Stable
TW_SUP_0110,Southern Young Engineering,2025-04-15,Q2 2024,3,8,8,9,5,7,6.5,Professional Services,Strategic Resource Planning,Sandra Miller,Adequate performance but minimal value-added contributions.,Corrective action required within 60 days,2025-09-18,Stable
TW_SUP_0035,Hydro Wilson Ltd,2023-09-23,Q4 2022,5,8,8,9,3,2,6.2,Pipeline & Network Maintenance,Customer Operations & Retail,Richard Thompson,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2024-02-15,Improving
TW_SUP_0043,UK Jackson Ltd,2025-01-27,Q1 2024,10,5,6,10,3,8,7.0,Facilities Management,Finance & Regulation,Linda Thompson,Good overall performance with room for improvement in innovation.,Weekly performance review meetings for 3 months,2025-04-27,Stable
TW_SUP_0067,Chem Thomas Group,2024-07-29,Q3 2023,6,8,9,8,10,8,7.9,Pipeline & Network Maintenance,Finance & Regulation,Richard Green,Dependable supplier with strong operational delivery.,Formal improvement plan with 90-day reassessment,2025-01-01,Stable
TW_SUP_0123,Clear Miller Dynamics,2025-04-09,Q2 2024,6,8,6,10,4,10,7.1,Chemicals Supply,Human Resources,John Rodriguez,Solid service delivery with good communication.,No improvement plan needed - performance exceeds requirements,2025-09-19,Declining
TW_SUP_0068,Aqua Harris PLC,2024-09-14,Q4 2023,7,3,6,8,8,9,6.2,Waste Management & Sludge Treatment,Procurement & Supply Chain,Christopher Miller,Meets basic requirements but lacks consistency.,Joint process improvement workshops scheduled,2025-01-03,Stable
TW_SUP_0103,Hydro Anderson Engineering,2023-06-27,Q3 2022,10,3,10,6,7,5,7.0,Renewable Energy Solutions,Customer Operations & Retail,Lisa Walker,Consistently meets requirements with some areas of strength.,No improvement plan needed - performance exceeds requirements,2023-11-26,Stable
TW_SUP_0074,Severn Scott PLC,2025-02-12,Q1 2024,5,8,7,4,3,9,6.3,Chemicals Supply,Wastewater Collection & Treatment,Joseph Hall,Standard service with occasional quality concerns.,Supplier development program participation required,2025-06-07,Declining
TW_SUP_0007,Kennet Anderson Solutions,2024-06-23,Q3 2023,10,8,8,5,4,4,7.4,Research & Development,Capital Delivery Programmes,Barbara Scott,Good overall performance with room for improvement in innovation.,Corrective action required within 60 days,2024-12-01,Improving
TW_SUP_0033,Chem Jones Systems,2023-09-04,Q4 2022,6,8,4,4,4,3,5.4,Renewable Energy Solutions,Procurement & Supply Chain,Mark Lee,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2023-12-28,Declining
TW_SUP_0039,Thames Miller Ltd,2023-12-06,Q1 2023,10,7,7,8,5,8,7.8,Civil Engineering & Construction,Finance & Regulation,Lisa Smith,Reliable performance with occasional excellence in key areas.,No improvement plan needed - performance exceeds requirements,2024-03-08,Stable
TW_SUP_0054,Pipe Smith Group,2024-06-03,Q3 2023,4,9,6,7,3,8,6.2,Facilities Management,Strategic Resource Planning,Patricia Robinson,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2024-10-08,Stable
TW_SUP_0012,Digital Jackson Solutions,2023-09-10,Q4 2022,6,3,4,7,7,7,5.2,Mechanical & Electrical Engineering,IT & Digital Transformation,Betty Rodriguez,Adequate performance but minimal value-added contributions.,Joint process improvement workshops scheduled,2023-12-17,Stable
TW_SUP_0016,Chem Williams Solutions,2025-03-25,Q2 2024,4,4,6,10,6,6,5.4,Civil Engineering & Construction,Finance & Regulation,Margaret Hall,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2025-08-10,Stable
TW_SUP_0127,Southern Wright Dynamics,2024-12-17,Q1 2024,10,8,3,8,3,6,6.8,Professional Services,Wastewater Collection & Treatment,Charles Smith,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2025-04-25,Improving
TW_SUP_0037,Pipe Rodriguez Ltd,2024-07-19,Q3 2023,7,7,3,8,5,8,6.2,Waste Management & Sludge Treatment,Procurement & Supply Chain,William Wright,Meets basic requirements but lacks consistency.,Supplier development program participation required,2025-01-07,Stable
TW_SUP_0090,Thames Rodriguez Services,2024-08-01,Q3 2023,6,3,8,6,7,6,5.8,Water Treatment Plant Operations,Network Operations & Maintenance,Joseph Taylor,Standard service with occasional quality concerns.,Quality management system review,2024-12-17,Declining
TW_SUP_0140,Clear Rodriguez Consulting,2023-07-13,Q3 2022,8,7,5,10,9,8,7.5,Research & Development,Customer Operations & Retail,Christopher Brown,Dependable supplier with strong operational delivery.,Corrective action required within 60 days,2023-10-22,Stable
TW_SUP_0028,Tech Thompson Systems,2024-09-24,Q4 2023,8,8,8,3,7,3,6.9,Professional Services,Customer Operations & Retail,Susan Martin,Acceptable performance with some service delivery issues.,Supplier development program participation required,2025-01-09,Improving
TW_SUP_0059,Southern Thompson Group,2024-04-21,Q2 2023,10,3,8,4,5,2,6.0,Facilities Management,Strategic Resource Planning,Lisa Robinson,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2024-08-24,Declining
